id|listing_url|name|description|neighborhood_overview|transit|picture_url|neighbourhood|city|state|zipcode|smart_location|latitude|longitude|room_type|accommodates|amenities|price|number_of_reviews|review_scores_rating|city_name
23582463.0|https://www.airbnb.com/rooms/23582463|Private Master Bed & Bathroom in New + Modern Home|Private en-suite Master bedroom & bathroom in 3 bed / 3 bathroom home with complete amenities and access to deck, backyard grill and fire pit! Our duplex was recently renovated head-to-toe with hardwood flooring and stainless steel appliances.  Tucked in a peaceful, laid-back neighborhood, our home is conveniently located right between downtown and the Austin Airport. A large park, coffee shop and Independence Brewery are within a 10-min walk as well! On the inside you'll enjoy brand new furnishings in every room, full kitchen, in-house laundry and Roku connections on every TV. Your bedroom has a queen-sized bed, desk, closet and drawers with ample space leftover for air-mattresses.  Outside has a private spacious deck and plenty of backyard space, including a bbq grill, fire pit and hammock. The front door has a digital keypad lock (with regularly-changing codes), so you will be able to check-in at your convenience to take a well-deserved nap or drop off your bags and hit the town. My|Safe, laid-back and sprawling neighborhood tucked away from all the construction cranes. No issues with neighbors or noise complaints to date.|Rideshares are a fast, easy and safe way to get around town.|https://a0.muscache.com/im/pictures/d1f6fb64-60a7-472f-ab16-a982b6a221cb.jpg?aki_policy=large|Parker Lane|Austin|TX|78741|Austin, TX|30.21964|-97.73454|Private room|2.0|"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance""}"|$125.00|3|100.0|Austin
1398635.0|https://www.airbnb.com/rooms/1398635|The Crow cottage near UT & downtown-most walkable|"Please read all listing details before making your reservation. This cute cottage is in the central Austin ""Heritage neighborhood"" just behind the historical ""Brogan House"".  We are just a few blocks from UT and less than ten minutes by car to downtown, Lady Bird Johnson Lake, and (about 10-15 minutes to) Barton Springs, and Zilker Park (ACL FEST). Please read all listing information before making your reservation.  This cute cottage is in the central Austin ""Heritage neighborhood"" just behind the historical ""Brogan House"".  We are just a few blocks from UT and less than ten minutes by car to downtown, Lady Bird Johnson Lake, and (about 10-15 minutes to) Barton Springs, and Zilker Park (ACL FEST).     This is a fully furnished tiny house (340 square ft) cottage.     We are within walking distance to UT, and biking distance to the Capitol and downtown Austin. We are just two blocks from the bus stop, zip cars, and a wide variety of wonderful local restaurants,  shops (such as Antone's R"|I love that my neighborhood is within walking distance to so many great restaurants and entertainment, including: Steel City Popsicles- boutique treats Texas French Bread-great walnut scones & lots of other yummy things. Spider House-great place to grab some coffee and hang out.  Hopfields- bistro food and tasty brews.  Pad Thai-incredible fresh food in a clean and attractive setting. Wheatsville-an awesome coop and their handmade sandwiches & hot food bar are great also.  Amy's Ice cream-must have their add-ins! And there are many more.. Ten things you should see/do during your visit: 1. Barton Springs-swimming and sunbathing 2. Zilker Park-hike and bike trail, botanical gardens, kite/ACL/ other festivals 3. South Congress Blvd- great shops, food trucks, and restaurants  4. The Broken Spoke- Tx music and dancing 5. Tx Capital building 6. Paramount Theater 7. Vintage shopping along Burnet Rd.  8. Hamilton's Pool- must make reservations well in advance  9. Mt Bonnell 10. Canoeing/kayaki|There is a bus stop two blocks east of the cottage  right on Guadalupe St. There are zip cars and bikes for rent within two blocks, as well.|https://a0.muscache.com/im/pictures/80042869/7a1419b5_original.jpg?aki_policy=large|University of Texas|Austin|TX|78705|Austin, TX|30.30037|-97.74338|Entire home/apt|3.0|"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private living room"",""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Long term stays allowed""}"|$90.00|298|98.0|Austin
14895186.0|https://www.airbnb.com/rooms/14895186|East Austin Guesthouse with Deck & Yard|"The East Austin Guesthouse is close to Figure 8 Coffee Purveyors, Fleet Coffee, Micklethwait Craft Meats, Franklin Barbecue, great taco trucks, & all the East Side music venues. You'll love the Austin vibe, great backyard, & walking to food trucks, restaurants, and bars. The guesthouse is good for couples, friends, solo adventurers. The house is just over a mile from downtown. I like to stock the pantry with some beer, Topo Chicos, coffee, tea, milk, cream, sugar, & some Austin-made snacks. The Guesthouse is 184 square feet of renovated 1970's charm! It has a deck and large shared backyard with a table and chairs and a grill if you'd like to grill! There's a new refrigerator (not shown in pix) that is ""studio"" sized - about 2' x 4'. The oven doesn't work but the stove top does. There's also a kettle, coffeemaker, and I'll provide coffee, tea, milk, cream, sugar - whatever you like to get you going in the morning! Don't be surprised if I message you asking for what you prefer! And there"|The neighborhood is in the midst of gentrification with many original bungalows as well as new modern homes. It's multi-cultural with a mix of white, Mexican, and African-American folks.|The East Austin Guesthouse is walking to dozens of restaurants, coffee shops, restaurants, and bars. It's also a great location to bike from. There's a B-Cycle stop down the street on East 11th, and you can also rent bikes from East Side Pedal Pushers on East 5th.  The house is also near a bus line. And while Uber and Lyft don't currently operate in Austin, there are a few similar apps that work well, namely Fasten, Fare, and RideAustin.|https://a0.muscache.com/im/pictures/039deb2b-e7dd-493f-bfbe-13d6c8c6e57a.jpg?aki_policy=large|East Downtown|Austin|TX|78702|Austin, TX|30.26541|-97.71991|Entire home/apt|2.0|"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}"|$88.00|60|98.0|Austin
33621240.0|https://www.airbnb.com/rooms/33621240|★Private Bedroom ★Cute South Congress Bungalow!★|"Just 1 mile South of the main drag on South Congress, & 10 minutes to the airport, this private bedroom in our 2-bedroom bungalow is a perfect spot to post up for fun, or for work! Your bedroom has a comfortable queen sized bed, and you can use the full sized kitchen, Amazon Fire TV w/ Amazon Prime, High-Speed Wifi, a full bathroom, and  you're able to access the house with a keypad. The grounds are shared by other cottages, and you'll house share with our on-site manager: now that's service :) Our property is called the SoCo Cottage Collection, and features a few different fun spots to call home during your time in Austin. This private bedroom is one of two bedrooms in our ""SoCo Cottage Collection 1,"" the main house on the property. We pride ourselves in providing you a clean and comfortable place for you to relax and stay during your time in Austin.  The queen-sized bed has been called ""VERY comfortable"" and is dressed in high quality and comfortable linens. You will have shared use "|This is a residential neighborhood; please be courteous and congregate indoors after 9pm (who are we kidding, you will be out on the town anyway)!|UBER and Lyft are quick and easy. We also love Turo for car rentals if you want to have your own set of wheels. Be trendy and take a scooter around - they are fun, but also please be safe!! Download one of the scooter apps before you go searching for one - we like Bird and Lime. Otherwise, walking is an option too!|https://a0.muscache.com/im/pictures/6bf6e04a-7b9f-4181-b8af-9701abf7c85d.jpg?aki_policy=large|Dawson|Austin|TX|78704.0|Austin, TX|30.23288|-97.76111|Private room|2.0|"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}"|$39.00|40|99.0|Austin
8609241.0|https://www.airbnb.com/rooms/8609241|New Condo Steps from Zilker Park!|This is a great new condo that couldn't be closer to Zilker Park! Dozens of restaurants and food trucks well within walking distance. This listing is specifically for ACL and you'd be hard pressed to find a better lodging for the festival! This is a beautiful new condo with wood floors and granite kitchen and bath counters. This is a 1250 sq ft 2/2 apartment with a large balcony and it's pretty much all yours with the exception of 1 bedroom and bathroom. I will be to meet you upon your arrival and will be sporadically available throughout your stay. I have a roommate who will be staying in the other room of the apartment--don't worry he doesn't even bite, actually he's quite friendly. If there is anything you need I ask that you try to let me know upon your arrival so that I can take care of it for you as quickly as possible. This is one of the best neighborhoods to stay in all of Austin! Barton springs pool and Zilker park are both merely steps away and after you wear yourself out dow|This is one of the best neighborhoods to stay in all of Austin! Barton springs pool and Zilker park are both merely steps away and after you wear yourself out down, there are a plethora of restaurants and high quality food trucks all within a stone's throw!|You can be just about anywhere downtown, south congress, campus or the east side with a $5-10 uber ride|https://a0.muscache.com/im/pictures/109566405/b36fbe63_original.jpg?aki_policy=large|Zilker|Austin|TX|78704|Austin, TX|30.26491|-97.76251|Private room|4.0|"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,Gym,""Pets live on this property"",Dog(s),Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}"|$160.00|1|80.0|Austin
23504585.0|https://www.airbnb.com/rooms/23504585|Joy and Ease in a Zen-Inspired Home in South-Central Austin|Be centered within the zen-like aura of this warm home adorned with vivid abstract artworks, no-frills wood furnishings, and a trove of books. Have a seat on a white leather sofa flanked by scarlet end tables and fronted by a sleek solid-wood table.|The house is set in a laid-back neighborhood and a short walk away from the restaurants, shops, and pubs that line South Lamar Boulevard. Enjoy a scenic walk along one of West Bouldin Creek’s Greenbelt trails, then grab a bite at Odd Duck.|"Austinites mostly travel around using car-share services like Lyft and Uber, preferring to leave their cars behind if heading out for a night on the town. If you use the code ""Bunk"" you'll get some amount of free ride-share credits. Renting bikes is also highly encourage--I ride my bike to Barton Springs Pool in about ten minutes : )"|https://a0.muscache.com/4ea/air/v2//pictures/7f9e0791-8958-44c6-acbd-d587e72f6a69.jpg?t=r:w1200-h720-sfit,e:fjpg-c85|South Lamar|Austin|TX|78704|Austin, TX|30.2331|-97.78113|Entire home/apt|6.0|"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Ceiling fan"",""Central air conditioning"",""Smart TV"",""Bedroom comforts"",""Bathroom essentials""}"|$199.00|59|97.0|Austin
35763699.0|https://www.airbnb.com/rooms/35763699|Howdy Hour Inn (Oasis in the City)|Come enjoy an escape in North Central Austin!  Amazing Neighborhood with wonderful nature and 15 minutes to Downtown.  We believe you shouldn’t have to worry about anything while on vacation, so we provide everything that are essential to us when we travel: Robes & towels  Hair dryer Mini Fridge Microwave Keurig + coffee  Popcorn Wifi/Netflix/Basic Cable The apartment is attached to our main home , so we’re nearby if there’s any questions you have about the area. (Private Entry) Front Door can get sticky with the humidity - push and pull with some force and all should be good! Shared Door Remains locked from each side for the entire guest stay. You are welcome to enjoy the front yard patios and the entire upstairs Studio Unit. Available by text/phone for recommendations or hospitality needs. Quaint Neighborhood Setting, 15 minutes to UT , Downtown, 6th Street, Rainey & South Congress.  Easy Walk to Barretts Coffee, Great Mexican At El Nuevo Quick Access to 183 & 35 Hwy . Uber Friendly,|Quaint Neighborhood Setting, 15 minutes to UT , Downtown, 6th Street, Rainey & South Congress.  Easy Walk to Barretts Coffee, Great Mexican At El Nuevo|Quick Access to 183 & 35 Hwy . Uber Friendly, Bus Friendly,|https://a0.muscache.com/im/pictures/1cf75381-a6ec-49cc-84fb-0dfb39e13503.jpg?aki_policy=large|Highland|Austin|TX|78752.0|Austin, TX|30.34178|-97.7114|Entire home/apt|2.0|"{TV,""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Patio or balcony""}"|$80.00|20|96.0|Austin
22890140.0|https://www.airbnb.com/rooms/22890140|New* Business ready 1BR/1BA King Apt (B) in E.ATX|Check out our extremely spacious, stylishly furnished one bedroom, one bathroom apartment in the Platform Community, a brand new residential building in East Austin. It's located right off the Metro Rail, just one stop away from downtown and the Convention Center. The unit comfortably sleeps 4. There's fantastic, resort-style pools, easy parking, a fully-equipped fitness center, complementary high speed Wi-Fi, and more! Stylish, yet comfortable with lots of amenities: * Sleeps 4* High speed Wi-Fi * Smart Roku HDTV * In-unit washer and dryer * Fully-equipped, brand new kitchen (coffee/tea) * Quartz countertops and wood flooring * Nest thermostat * Huge bathrooms w/ hairdryer and toiletries * Iron and ironing board * High quality linens and bath towels * Ceiling fans in every bedroom * Walk in closet * Free onsite parking Guests can enjoy the entire apartment and all community areas, including: * Multiple resort-style pools * Poolside BBQ area and covered cabanas * Clubhouse with pool ta|Features · residential · hipster · urban gardens · parks · laid back · east side pride Locale’s home is located in Austin, Texas, United States. We're located in the heart of East Austin, close to restaurants, coffee shops, bars, and nightlife. We're near the University of Texas and just one stop away on the Metro Rail from downtown!|The MLK stop on the Metro Rail is onsite! Under 10 minutes to downtown.|https://a0.muscache.com/im/pictures/0b5fa9b7-1aca-4868-b2e9-bd9ad04065d6.jpg?aki_policy=large|Upper Boggy Creek|Austin|TX|78702|Austin, TX|30.28234|-97.71148|Entire home/apt|4.0|"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Coffee maker""}"|$125.00|32|94.0|Austin
10910831.0|https://www.airbnb.com/rooms/10910831|Central East - Close to EVERYTHING!|This space is ideal for all travelers who need a place to relax, work & play. Perfect for SXSW, Eastside nightlife, less than a mile from Downtown Austin, the State Capital, Bob Bullock Museum & IMAX Theatre, The Blanton Gallery, Austin MOMA & The Paramount Theatre & this is just scratching the surface. Not bad for ACL & Circuit of the Americas races and concerts too. Phew, made me tired thinking of all the exploring folks can do from staying here. Soooo much fun to be had in our wonderful city! The entire house has wood floors as well as an open floor plan in the living room and the kitchen - the place has been completely remodeled and is super clean and comfortable.  There is a fantastic bathroom with a large stone shower plus a luxurious bathtub which is lovely for anyone needing to relax after a long day of running around our fun city. There is one bedroom with a king-sized bed that feels like your own private island.  Also, there are 2 queen size air mattresses if you and your peo|The east side is a rapidly changing area with new restaurants and shops opening up monthly.  There are several fantastic restaurants such as Blue Dahlia, Hillside Farmacy, The Hightower, Lichas, Takoba, East Side Pies, Food Trailers and much more within walking distance as well as tons of stuff to drive to. (Added, 2017 and on) There are a few retail shops too - Las Cruxes and Altatudes just a few steps away if you have some extra $$$$ burning a hole in your wallet. Plenty of coffee options with Rio Rita (quick walk) Figure 8 (short walk), and Quickie Pickie, a cool convenient store with great food too (short walk)Thunderbird and Cuvée coffee shops, later one of my favorite spots to work from (a nice decent walk or super short drive). Can't go wrong with this location!|There is a bus stop literally 50 feet from the house which will take you north, south, east or west.  Also downtown is about 1 mile away so you could feasibly walk anywhere you wanted to. Lyft or Uber are both available too.  Car2Go is a convenient option to having a vehicle on demand, full transparency, don’t know much beyond that it is available, one would have to look at their site for further info. On E11th there is a Public Bike hub that allows daily rate bikes that have tons of places to park em when you’re done with em.|https://a0.muscache.com/im/pictures/78b619ba-5e04-4db1-b41d-c0ea2eb8379c.jpg?aki_policy=large|East Downtown|Austin|TX|78702|Austin, TX|30.273640000000004|-97.72152|Entire home/apt|4.0|"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""No stairs or steps to enter"",""Extra space around bed"",""No stairs or steps to enter"",""Paid parking on premises""}"|$375.00|12|98.0|Austin
973313.0|https://www.airbnb.com/rooms/973313|Downtown Garage Studio|"Turn-key solution for somebody who wants a clean cozy furnished place for SXSW, ACL, Formula One or any other of the million reasons to visit Austin. The cozy 500 sqft garage studio (16'x30') is furnished with a comfortable queen size IKEA bed & mattress with clean soft cotton sheets, a new quilt, and pillows.   A small dinette provides for area to eat, work, or read.  Wireless internet is available along with a 42"" Plasma HDTV.  Appliances include a fridge, oven range, and microwave. A washer and dryer is located in the utility closet just outside the unit. The bikes and paddle boards in the utility room within the garage belong to the tenants in the front house so please refrain from use. The location couldn't be better: - 1 block from South Shore District- mixed retail/living space - 2 blocks from Town Lake and the hike & bike trail  - 4 blocks from Emo's music venue - 6 blocks from brand new HEB Plus & new Planet Fitness  - 8-10 blocks from huge Guerrero Park & Austin's ""Secret Bea"|"The location couldn't be better: - 1 block from South Shore District- mixed retail/living space - 2 blocks from Town Lake and the hike & bike trail  - 4 blocks from Emo's music venue - 6 blocks from brand new HEB Plus & new Planet Fitness  - 8-10 blocks from huge Guerrero Park & Austin's ""Secret Beach"" - 1.5 mile to downtown, 6th street, SXSW & convention center - 2 mile along bike trail to Auditorium Shores & Zilker Park (ACL Festival)"|Between Uber, the bus stop on the corner, Riverside and Parker, and electric scooters having a car is not necessary.  Be sure to download the Lime and/or Bird scooter app.  Parking is available on site but be sure to let me know what kind of vehicle you have so we leave a spot for you as close as possible to the garage. AIRPORT TRANSPORTATION:  Uber is $30 with tip during low traffic.  You can also take the Airport Flyer for $1.50.  They have a designated pickup area outside of luggage claim.  Leaves every 15min.  The bus goes down Riverside but it doesn't stop unless you request it to stop.  You need to get off at Riverside and Parker.  Cross the street and then walk 500ft up Parker Ln ( slightly graded).|https://a0.muscache.com/im/pictures/110984778/f3a63834_original.jpg?aki_policy=large|East Riverside|Austin|TX|78741|Austin, TX|30.24095|-97.73029|Entire home/apt|1.0|"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Microwave,""Coffee maker"",""Dishes and silverware""}"|$85.00|98|97.0|Austin
